date,type,user_id,stars
04/04/2009,review,Ckk1Cne1GHwzmJfo7M4r2w,5
25/09/2010,review,bu9S6tFKuTrMcNxQaQYMQA,3
03/01/2012,review,V75NCU3EhqTDwPj5In94DQ,4
03/10/2011,review,GxaYFCprt-wyqO--vB4PHQ,4
04/08/2010,review,RZZ9Tf5GWYwrcjg-ACiKmQ,4
01/02/2010,review,Bmt1QRDT0GfyXkhOvj_BfQ,5
29/10/2007,review,V4hBluqV-xbgzk7Y6y9kzw,4
13/12/2011,review,hHwQaL3QN2xgTBSCQ26wIA,4
06/08/2009,review,GOconNmWgg6cJbgwSwrozw,5
14/01/2012,review,6jRs2P6zTYMn36fVnCu1Zw,4
02/09/2009,review,VyX6x7wnThr9g9Z6VBDIgA,2
04/02/2010,review,IRGqHYbK5AOEv5MNYMz7cQ,4
24/04/2010,review,9CXNIZTV9uStuNbvvFS8uw,4
28/09/2010,review,nzSOTOZiAb1ITqbRgWKnnQ,5
08/06/2012,review,9BJJwIciVG-JPlXetInbXw,4
22/11/2011,review,DJVxOfj2Rw9zklC9tU3i1w,1
28/01/2008,review,J2Ig5cV9fJU-KGewdzQXOA,3
05/02/2010,review,rghv_qgXpluzDE9qn8CNrw,4
19/05/2012,review,GXj4PNAi095-q9ynPYH3kg,1
04/05/2011,review,LN4l4wklQB0IVBjm-vq9TA,1
30/12/2011,review,L_q9kLaGo33j2Ij8yUIGDw,5
28/04/2011,review,dY_p1YkjZxJmREb9Lfc5vw,5
14/08/2011,review,mTcLzmYunqJIGKgklFWICg,4
05/01/2012,review,in3jn5j13n51jn35k2j2jn_j5j55T,5
22/05/2010,review,xNvNTC2iXwJiiujNK6Sphg,4
23/04/2011,review,jNewOjPp56NMDrKlajrgFQ,1
25/04/2008,review,WONOXuKoiT2hkKITvTfC0g,4
23/06/2008,review,IC2EAv_PGx44FnTvfAs_FA,4
13/06/2008,review,SWdrx60taMa442b1enwfCw,5
21/09/2010,review,UxzU0E5eM_ZgIMus-wpS8g,4
24/06/2011,review,QqUj8brMiWkMicmlWtpPrw,4
20/09/2012,review,gLHPqclZG51HH9EGzOFjxQ,4
18/08/2011,review,ZXp8gEhfE7BHgRYIgnd3gQ,5
17/09/2012,review,odua8qFSMEXSFYmElQTspQ,1
28/03/2011,review,vwHmBJ5YKbZxNFtmP2KpRQ,4
29/06/2012,review,BslISEau8Pk2voEPN7kY-g,4
16/06/2009,review,xE2MKvzes5Twg-jfAe8s4Q,5
31/10/2010,review,bxPZPvBJp5HwyKVHhcUMLQ,4
18/03/2009,review,EUCqs_gfKZi1YoKVkWjSYw,1
30/12/2012,review,1RSEAeAWilUywt1B3SAkSA,4
22/04/2011,review,pyCM8bH0z8fp6cWg6f2hKQ,5
31/01/2009,review,WD99RuBcxqvYRCFTf_mT3A,4
18/05/2010,review,aRcp0rlSuAiuF-CDDZx9nQ,5
15/03/2011,review,VqNdpXrssjJrC0Z_swPUdA,1
06/07/2010,review,6iEP6dvHIefVMMnjeDRNcQ,1
29/12/2012,review,CxVOhu043DTW4zPTsQnJPA,5
21/01/2009,review,ZbSLbPWeDfSL1HxyiSRqEg,4
23/01/2010,review,pMm0qHdnBWd_PWGyYEOnWg,4
15/04/2011,review,E6-DKEktgxA_fLEnfguAwA,4
15/06/2011,review,i5Ms8r5AMRa-wcU5-necFA,5
09/03/2009,review,Y8GAudCnbK-05qkFzLsv0Q,4
12/04/2011,review,cALYebKb5hygdKHqlQJu2Q,4
20/03/2011,review,SawdMXLYD5ytRmMFvY4nmA,5
06/03/2011,review,j-jMQdELr6AFkCcEHxB7ww,5
17/02/2010,review,SmUMyCUNrT9HEo_DXdgUuQ,4
14/03/2011,review,oTB_mpCKcu-8wayQQuCDZw,5
15/06/2010,review,1e_YRoF0lrA9-4tvdym_Sg,5
19/02/2011,review,WqLc0KSfMHGoWNtvPque5w,4
06/06/2011,review,4jkSNOjZN-35vo1_Z2SL7w,3
17/06/2012,review,MbLozRSxSjtMJ3YmPCms7Q,1
20/06/2011,review,xbXkOaXLbwFsCMgsH6T9Tg,5
16/03/2011,review,LbSa1y7dGRZc4z6TXFG4AQ,3
16/12/2012,review,39gCBTrQVeM4GVOt_wEoLg,5
22/07/2010,review,15YFoHK5HPQpg1u_vwbqmA,4
03/03/2012,review,2dEtB3h8yZEONOmUJIUPZQ,2
20/06/2008,review,L1SNUf6VQgG2rolLLvVgxw,5
06/11/2009,review,i2WTOTbT1lqu0byxcnY-GA,5
19/02/2009,review,_o_WRkKLk7NJeOO6NsOmMA,1
24/07/2011,review,NqIsMdYelNlkeK32kJPsCQ,3
24/08/2010,review,tiSpPFzMEWbEZf7mXJ-O6w,4
14/03/2012,review,ty51pvsTv3KxBaeHFWFZrw,3
05/04/2011,review,Fzn7pH4L44WChbaMYaZmxQ,3
04/03/2011,review,LfMuF4r-UJFf-ji1pAVlBA,4
27/02/2008,review,xCEvHEszA3-CmFqtHacVQg,1
21/07/2010,review,_gh5ddLVeF7xEQVUKJLiVg,4
16/02/2012,review,_Ctic3_Iuw0ECtqH2Yw5yQ,5
08/06/2012,review,mmAi-uXUcfWLnH8qK2gfug,5
15/08/2010,review,28guWjT8KRZKvMZkltdzew,4
30/03/2012,review,L1ur4N-XFG_kviP0M2_SCA,5
13/07/2010,review,hh1L68RTi1FCHNfXGHkc7A,5
22/08/2007,review,L8C_ZWqXelQDG_SzAp3TkA,1
07/12/2010,review,Oz9HXBHI8cqTeFgEusyUrw,5
10/12/2011,review,1-9CLP4RWHJbNThB7r1ErQ,3
23/04/2008,review,7Xmf43U-uyrL6FFtq6OSBA,2
15/09/2010,review,4h1s3CFZX8QjIRmPX1URUw,3
13/08/2012,review,LAXS5fIoyHBmRe-gJxUcQA,3
07/03/2012,review,skfhecYPk8vURCcrfTWtUg,4
19/09/2010,review,H8Uhlrj1bEaAgK5J9SomPw,4
10/03/2012,review,QESrotRf2_9329fpBgKvsw,5
19/09/2012,review,ygVApLq3sbc_U-Y9zFWRdQ,3
20/12/2008,review,OUhKpg-1LG7bpyxHLtbJDQ,1
19/06/2011,review,XGZzqC_pPOwqO5QZhHdBNw,2
23/10/2012,review,ExhhNpUulh2Yjog-nb6O7A,5
10/12/2012,review,BswsfdATKn9m2EiT-2_MZg,4
30/10/2010,review,tCps1BXBR4ZUOF-uTxUBMw,1
17/09/2011,review,Qp7lu-oy_cLz71bjLgpNjA,4
14/10/2007,review,jUlDw4GmEsdv8mHqJ3wFfQ,4
26/05/2010,review,b6hHEpYexHQ6LNhDLJ8Efw,3
02/02/2010,review,qyzPbUwY_QgqdEputNWk6g,5
28/12/2010,review,VyAIpPxEpMO581PoRB5G6A,5
09/09/2010,review,t5Hxl0agkS7p3vDnbl3Yyg,3
24/03/2011,review,hQUn4oL-6qnjma8indhLNw,2
14/09/2012,review,1xrgXladKl8ukUsiyVU_kA,1
14/06/2012,review,LFKXrB40LfFd16xtSuy7MA,5
27/06/2011,review,WaXjxD6QcMBQQGOMnlGiYQ,3
28/03/2011,review,in3jn5j13n51jn35k2j2jn_j5j55T,4
30/07/2012,review,CVFQy_w2RKrMA7TtPM0EQA,5
15/01/2011,review,OQjK5jYwSzoyUvOt1kEyPw,3
03/07/2010,review,g0PIxO362sPzzvoYXNU4KQ,5
05/04/2009,review,2bPgTaY62Jc_FoTtXz35lg,5
29/12/2012,review,E7R_HyDkf4r0zVEuWxQl7A,3
11/05/2011,review,PE4ueS5NlXcBw4Ixb8G0hA,5
24/09/2009,review,fQwfcdBJb1tf7JRTRE5EDg,5
10/06/2009,review,a0YtahC0ZWer56OPruJA-A,2
12/07/2012,review,3R_6Havc78W_IWkOhK1Liw,5
12/03/2007,review,uCdLSQa-bH_aYM-5DNuQJQ,5
22/11/2010,review,WB_tV05UYyBO_EC0oTIXCw,2
14/06/2009,review,RSwZ_b5xV9ovGXTX3mux_w,2
01/08/2008,review,GXhCVzS14jGRpwusofxFIw,5
28/07/2007,review,EuC1SHR55UGShkq3iovTEQ,1
16/03/2012,review,M0sPPYqC8ZDESo7HeJgC-g,5
06/04/2007,review,ZqzBvizyfGpzfiveEsgZ8A,3
19/06/2010,review,ENbvrftx0kvaDfrR1mchSA,4
09/08/2011,review,iDujx3HhzFt3mv4KPay6eA,4
19/03/2010,review,Z67Znbe5riZE4YISO45XAA,1
18/01/2011,review,kPS5PRqkwDpJx_bpDx9lCg,3
21/07/2010,review,DWq3femFL-muAUB6lMBQDA,2
22/12/2011,review,FSrIgThMfFIh__TubVQkxw,3
18/08/2009,review,roMeHsyf55-_O7rpudBbZA,4
15/12/2012,review,31mOjx2g1F2xAVi20JQP1g,4
05/11/2012,review,a5WztkUFN4onrcG1NMoYuQ,5
28/03/2008,review,RxwjDwQsSRE7flP6N4L4tA,5
29/11/2012,review,6wih8fh9hGHRCc4tk6U3ew,5
14/11/2007,review,DDt-wItJxXlzsErG2XE2mQ,3
27/05/2008,review,RqwFPp_qPu-1h87pGBAM8w,5
14/12/2010,review,O7jDv3ntT_rsFrd7qPrC4Q,3
12/04/2010,review,Z9XN4EZeGLnlMmuMvo_i8A,5
23/09/2012,review,csHak1d1uCU4oItf8d5MBw,5
31/07/2012,review,hBg8uej4Ix74Vq5LLPuiOA,5
14/11/2010,review,Rfu5grIwYtiEQbbMZtGwTg,5
31/10/2012,review,yheuEeK2zj6HaNY5bAzhgQ,4
05/05/2009,review,GiGm00UCTSDwA0c7RhRDFQ,4
22/01/2007,review,kUw0d4RX-tp32zmP-XwkXw,5
10/12/2011,review,T6x80EWBNGa6qzfCjSdMEg,5
10/02/2009,review,d4tC0RRd0ldMNZHeIMbGuQ,1
10/06/2011,review,1sn0-eY_d1Dhr6Q2uoFCgg,4
21/07/2012,review,W2E-KyisRMC5fuih1AjTlA,4
18/08/2010,review,INgYGonM78YMB-5vpfoPQQ,5
09/01/2012,review,Ri6D23gr3_WqLgcZL6ttqg,3
30/12/2010,review,21Nfgtnns8gZuzNfg7c_QQ,4
13/01/2012,review,VdD-2K_izVXf9nd912TkXg,2
24/07/2012,review,2YfYYOjwd_yOHxEuv-9Sqg,3
24/04/2009,review,gjtWdiEMMfoOTCfdd3hPmA,4
04/12/2012,review,EI3YXHKCwAIrEj18OVNg-g,5
07/07/2008,review,ic86bSr_cewJSAPfIMyW8g,5
23/04/2010,review,pNv6lyBfJITFITz-iIKPzw,5
23/03/2010,review,7ohAK9lUtD5GluvzDTErXA,5
05/12/2012,review,s_2Q1U2UgG14kNhFTVn-fQ,4
07/05/2009,review,PQBYt2G58kn0tBMhK3x33Q,4
25/01/2011,review,h2c-jLW9cLVIiiubGqTaog,5
06/01/2010,review,iLHFyi913RBDovPVRPm_ZQ,5
27/05/2011,review,BzeBZD_ySZHkzOxA1oNozA,4
09/07/2012,review,dwC-XTgcmFTMKe1q-Cz8vQ,1
19/04/2011,review,bAJIn-cEjNDPKoY3pXC3aQ,4
26/08/2008,review,vSQQ5EC65AJFU7ZPa6owzQ,3
04/06/2012,review,eeJ10gamdNebtq028i0BvA,3
27/12/2011,review,TkTbb-JkRsdtD5wplSGEtw,1
20/02/2012,review,IgjLZa2UFxhvtu4WjrOtDA,5
24/04/2008,review,Ygh_egJbl3jAYc8IaTRvPQ,4
09/05/2012,review,ujMijCZ5vv9pU2aOz2LHjg,5
23/03/2011,review,JBif92bIAelSfHoH39fSag,4
28/02/2012,review,3_rbagmhkqp4mPJiwoMlmw,5
21/12/2008,review,lG3Y6LPASX8MyqDedIpBGQ,2
05/09/2007,review,nuT_InwR0gHYcwQ20ouXyw,4
23/01/2007,review,4YSQvTgbGy5DraaXM4DGRQ,4
28/12/2011,review,5YVQIr0AJiiiJmkuhoRjzQ,3
03/09/2011,review,6QNmh2tk6XK0jBrswJoARQ,5
19/04/2011,review,6CVBHyAJT7X5HUp4WfH78Q,3
18/04/2009,review,EV7nE0i76PSf7Odfrqcicw,4
29/08/2010,review,IZrBk5XXvCEO-7Ce3XYGOg,2
27/12/2010,review,VcFKtk8h9nAztl2lnzaDaQ,5
17/06/2008,review,BXPqsdLt7GkVY0WFu_ypCw,5
07/08/2007,review,agM6-Nwj2Tbe-QCkqMugkQ,5
04/09/2012,review,fmogTChx_IX4QgLhuGFiQw,5
25/09/2010,review,eGYRmlaUPl-Wmrp2CweqOQ,4
06/05/2012,review,5vzkZR2B3TWcyrNkofEbEQ,4
17/01/2010,review,qSqL5Ct8i0_2s8L29nYhuQ,2
26/01/2010,review,JAq8WMuHq3DcITJa7O7byg,3
27/05/2012,review,4FlODbbswl1eq5-z96vppA,1
19/06/2008,review,3iA6ROdM2Ii-k7HHvGcNxw,2
01/09/2009,review,MFIB6AA1sP7gq49z0Bh29w,4
03/11/2008,review,N9lNmpiOD0bQQTDUvPAMew,2
04/11/2012,review,kBZdDpYbZCNXdSWXgCSFPg,5
05/04/2012,review,in3jn5j13n51jn35k2j2jn_j5j55T,1
13/01/2012,review,ex4pODOWrfzx1k89FEE0Kg,3
14/07/2012,review,AgZm8lHgL_R3bsGDQSs6NA,5
05/09/2012,review,etL0kdSM1kaKM7QHW2lbNg,4
25/02/2012,review,in3jn5j13n51jn35k2j2jn_j5j55T,2
10/10/2012,review,pHX-AXHXtPDK3dWcH4sJew,5
05/12/2010,review,abVV1guPWL3mK08A3a8ajw,4
27/06/2010,review,in3jn5j13n51jn35k2j2jn_j5j55T,4
16/05/2012,review,QaNWZl78P8pIWtmYqg5ECw,4
17/12/2009,review,qaSppPcuea8OfF2MwvZ9nA,4
24/06/2011,review,ADVoNoduCFQ3Ecz4zJRVyg,3
24/10/2012,review,W5AdcbX_qzSYQ5VbwWyJsQ,3
28/03/2010,review,c15oWoC-EERMpE7iCmAcwQ,5
21/05/2010,review,AUCwvenvFqnWcv04yYrL1Q,2
18/03/2012,review,MD1FwtNX1SdCsEoSjlw6NA,5
02/01/2013,review,CD3QORZYdE0UKBrdyylYsQ,5
22/03/2010,review,7cVUEyUE_rOT9AXdxfmKWg,4
13/02/2010,review,lkW5sIbOqiYRQbkpera8dg,4
29/04/2009,review,zykk2GqMA_QHVz6lvtQ9Xg,2
09/04/2012,review,X_AT29hdvyK8omBxRsfasQ,5
09/08/2011,review,62xjol6KYNtMS2gFSmqfaQ,5
06/01/2011,review,PZoYdab9Zd9kfnqjDNh-XA,5
05/01/2009,review,d_2huUcM3ie0Zt-0tybnhg,4
24/02/2009,review,Nmw167kEkXLJ7YdE7wWjiQ,5
11/12/2011,review,bT1Pen64fidmeNqm8ELFIQ,4
11/10/2012,review,MLMI9B6j_E6YlcjCUJcG9g,5
04/03/2011,review,7DvxqVS6o6QRxAFv3wRP0g,4
12/03/2012,review,AYHZs0_M8XgoGDU40dewDw,5
04/01/2013,review,sM0CDlYCfv7Q7K1z2kEN-g,3
21/06/2011,review,khAoUDIebA5CBJzQpQx3DA,3
31/01/2011,review,_Q519j_yNQ_RqprvHjSb9Q,4
22/10/2010,review,hi-Z3DzxW10iOHBGVfzhaw,5
13/12/2007,review,GQLdJaJQ2b1LKmZmmICMHA,4
25/01/2011,review,7aCLrfSXrGKdsBb3Ri520A,4
10/02/2008,review,jP-z3uJAqR7J6XEcDq8cMA,3
26/02/2011,review,zXzuOVGhoXcu0u9iLcYxhg,4
25/06/2011,review,4TQTwp7lAca35ANmw2TD5g,3
25/07/2010,review,DCCqJzKnPARsxymujSUkAA,5
16/11/2009,review,RbAdrppz5Q_zwLsd9FYYaw,4
18/07/2010,review,tQ-y8TbqKTvM6WPgqADe4A,5
10/12/2012,review,Rx5HkApX1eXcNYX4_AvPMA,5
25/02/2012,review,Qfz2HwpS3tdHOlwBlhZNrw,3
01/08/2011,review,iHw39WDbIi5qgurOkNNiWA,1
28/12/2010,review,omMDENP3jXFF_lJ5UI5Rog,3
28/07/2011,review,y7yBnfbPxZJ_L93tnxMP3g,2
25/10/2012,review,9l7FzgtZobP81lMwEQy4AA,5
25/05/2012,review,qtOMqRS8K03QTisX-2ddYQ,5
03/11/2010,review,TUjdm0FLco2-nGS-UVryvg,3
26/08/2012,review,D_pEME20C-srxu-D8Se14A,1
29/06/2007,review,MqSH98OjzTqj6J0FyN9YUA,3
21/08/2010,review,Cluf-ijd2Ubr0hoVjLXoSQ,1
14/07/2008,review,nOksR3WGXn8iuZwTyUX9qw,3
04/01/2009,review,dY7pGUx7LbbRQYwt9xGawQ,2
29/12/2012,review,Dv9iSQe9s_kn5uuhy0iM_w,1
08/04/2010,review,Cu6EG_rAd25OjCGzRCPxMg,5
05/01/2011,review,Jf3NgqescF1ZtQpH4vR-Nw,4
05/04/2011,review,dMVOvh4ipz3VV_jRf-qZ9w,5
01/01/2011,review,s2NkuLh0UBmCvHvLwJFBPQ,4
05/04/2010,review,LYc0qoZTS8L0U_NvIaYwYA,4
15/03/2010,review,bFC3YitoCJgUuXAVVDMkXQ,5
16/07/2008,review,IhVNA9hUjtdk1zufzziNug,1
28/08/2007,review,X_nBRl_nxue-SCfo5c9exg,4
11/10/2008,review,ujwc8ggO33vvhMJwAE0bHw,3
29/04/2011,review,in3jn5j13n51jn35k2j2jn_j5j55T,4
26/05/2011,review,0Bhq-3T6e0L7WqfdE1X2wA,4
04/02/2009,review,lkXM8gxdU1qQVCHggDfsyQ,4
28/12/2010,review,SWHnJvsZVqBJzDSGS0YwLw,4
23/06/2012,review,zTr5W2aHhGuY7FC4bFflbQ,3
13/11/2011,review,oEz2MUkfQtaD1KvYuyWV3Q,5
24/06/2011,review,gQoXRk2oRLxQWDf1i7rnOQ,2
01/03/2012,review,b7KiP9ZNOyfaLgS24dAcdQ,3
25/11/2008,review,wereg_Qjqym6PCN8ZyDZZw,4
25/02/2012,review,WE3QQvXUohL0HVxrUjmsJw,5
13/10/2009,review,jWKbfXA2oxlgmZrW0VA02A,4
07/04/2010,review,RMBOYKJ8lCyL39wOycBvCg,3
11/12/2008,review,yt_CpzmwoSv3NPGNcHzI-w,4
20/01/2012,review,3eY_MfLha0Sbv4B2IXpqVw,4
29/10/2009,review,nlQUxEm_5GouQdmgG8GXVA,5
12/08/2012,review,RPpt_W8DSEpahyXxeRhVrA,2
05/03/2012,review,WrYEb2x-JkLZLfLimP5csg,3
02/08/2009,review,N9cAK1CCCYdgicvD7c8Ywg,3
19/10/2008,review,cpJejPGKMujmhyBbRSn1fQ,4
11/11/2012,review,in3jn5j13n51jn35k2j2jn_j5j55T,1
23/12/2009,review,zZy22sccki71427oAtzKhw,3
21/08/2010,review,X4Vhbp78ZRwiRjZU14GaXg,2
28/05/2011,review,39kwDyJI29y3poToHdCcHQ,5
11/03/2010,review,gC60r2BGT14QGZ8Zbe6ptw,4
26/01/2007,review,wFe8lRlC5lmBGpbbJvBdlw,4
16/09/2010,review,kfJC_crlXCUQ-UgXNR04Ew,4
14/10/2010,review,3BnCZAfr2Dwe5dkxE_cB-g,3
15/08/2011,review,Lf3zby7BdwuW0XJ_D05H9w,3
22/05/2011,review,p4Aea4EFNIj6rTmuDRln4g,3
14/02/2010,review,mK4zxOOrgdslesi0IcKyrg,5
17/02/2012,review,wa_exNUrfZRlzk8xiqYDxA,2
04/05/2010,review,Y2uoNO428_rn0swSO8UzAA,5
18/07/2011,review,2XkrLvu5xTfOJIdYFeE0Yg,5
08/12/2011,review,rbI4SgEjR5_mFD0AAJpL4Q,4
24/01/2011,review,9J6zDTYyPjMqDC-KUQIE3Q,4
30/07/2008,review,YkFNxEyAyOmFBDFtyytjsw,4
04/11/2012,review,9dQ-nc14v538hjkQyr-E3w,1
21/05/2012,review,uPfs1kC6brJcAKnDwVxc0A,5
01/04/2010,review,pusWCa-D9Kx8kTvcL4bH-g,5
22/02/2009,review,GJJFzEx4_zOhVRN7cMOJ4w,5
01/06/2012,review,9V5XGfH54FWON5zkK6SpSg,3
24/07/2011,review,RriK-Hb3PGwroO7Zfnd8pw,2
06/05/2010,review,u89APIU0kXS1-JPqBcPIgA,4
04/02/2009,review,W3R-lEDWBooITQOgwwblKw,3
31/10/2010,review,E-EAo8WSdyBTUDMVaMn3uA,3
25/01/2011,review,zEmsQ-WVAxXKG4QjH1gfxw,5
24/12/2012,review,3w2FnG0ljCy7HXPqsFqoSg,2
29/08/2009,review,anRbWt5BCVmxuiQCimIIjw,4
01/10/2012,review,cqXOZprfCylgAP-IRVOLHg,5
24/06/2010,review,ROKM11JR_yGq3mnSy_chZA,3
16/08/2010,review,ShPQNfKz9k9lZQRrotOKGA,5
13/05/2012,review,GgVqF1e-R6tmIqlvmRccuQ,5
09/09/2011,review,in3jn5j13n51jn35k2j2jn_j5j55T,5
21/05/2012,review,OxlQFXVZbYxBEJSh8czh0A,5
13/08/2008,review,8ZC2ymJRf81mGgRKpBWOmQ,4
16/04/2011,review,gwGGLhbcx27rzz3D9jVudA,5
30/06/2011,review,Ob4PFYGeHC0Frj34-l0uDw,4
13/11/2011,review,z8WydPXflaC4Yvk6WUSxpg,4
21/07/2012,review,UjfIUMfKaB04M_R2hYAmPw,5
09/07/2012,review,GXXnhfTtNefRIktHo_ZGLA,5
24/03/2011,review,sQN2Mo5KRTi3_vd3GaVcbQ,4
05/01/2011,review,wKZh0hKZbRNBiE-59mbk-g,2
13/11/2008,review,rLClasWrTkKWf6KULsMeew,2
06/11/2012,review,SPDbkT9WXghJedf1xxYnOg,5
05/06/2009,review,MMt47JTaLAmrbf4d_ATCPA,4
08/08/2007,review,bnHBeO3MIyG_yduDiN-XpA,3
13/09/2010,review,DYhwTfyy6PIHgc13K_ZjJA,5
09/03/2012,review,dP8S_sPtD4BA90Kil5wJJA,5
22/06/2012,review,le7sctcLjBi_4y6wGN7m-Q,4
15/03/2011,review,_CV94H0BgcZ_VjrGllmXpg,4
24/09/2010,review,r36zYGVScZB1r49kqvllFw,5
22/11/2008,review,zkpzZv9L9kpCUVvyyGPw-Q,1
13/04/2011,review,UomIbZJSHfjXAGpFxiDxFA,4
11/01/2009,review,f6imoOr8UeKXXyJtSt-AWw,2
03/11/2011,review,DvMquoPKQFWFkkmzbfFQOA,4
27/12/2010,review,KepstMD3yRwWrrTa45nYyw,5
14/02/2011,review,TLp8VwfDjn9W-UaWWn6XdQ,3
28/01/2012,review,md5-wukyyb3BlnHYY0ic-g,5
19/08/2010,review,6zs10vbzh1NuRPKyLypZpA,5
22/04/2011,review,PN2CfYeUVri4e3l5GEMk1Q,1
13/12/2012,review,ig5kYd1TvqHtnDu_AJH13g,5
26/06/2012,review,H23asGzFq_W6NoXVNdIhdQ,4
10/02/2012,review,5lNGrP620pJIVGhr2XkQPA,4
24/10/2012,review,O6a4VlSMLKwmAMjH0BUQyg,5
23/04/2012,review,uZ1A6CLImILvu6v9EakS3Q,5
18/01/2011,review,_p-ylizuse5eGnoOrcknlA,4
27/04/2012,review,dbIb7vrfgo84UazHU6p4yQ,4
17/06/2012,review,Lxv69FsRyAX5L6hLqfJCbQ,1
06/08/2009,review,KowGVoP_gygzdSu6Mt3zKQ,5
09/03/2012,review,KoH2U6Pf3X02Zs4cA_I6bw,2
27/07/2008,review,trBbDX9XPxqNjho0emZqSA,3
19/11/2012,review,pIF-0VPyKIqaOvgcPylfPQ,4
19/07/2009,review,nw66R5FsB3xjOVwyiymQog,1
03/02/2009,review,2btIYEj7RWEkNBtha3ulPA,1
26/11/2008,review,7yfWeorPMnVrI0X4xRgbnA,5
05/03/2012,review,kxOKxUWaZdJ5smh0i-SeIg,3
12/05/2008,review,yiUT-C_qaVpn58TtBnEJNg,3
19/07/2010,review,_qWfA3Be9Ybjnxc6nTGRsQ,5
16/07/2011,review,AH4M-ANlfJA0PD4hz1j51Q,4
04/11/2012,review,9NrXM5p0sssVJiVgvFmwdw,4
12/08/2011,review,6ka2jUMJLx9ti2kRZh05yQ,5
03/04/2009,review,OBRGsiB-FjLoZewGXtEQ5A,3
30/06/2012,review,7WdxVKa6S08FyP5Chz1c4Q,5
24/01/2012,review,KFG2OFPaX0N4omAILlq37Q,1
01/04/2008,review,Tx0t7Jr6K7UicgbWympFsA,2
29/03/2012,review,zMuTMydgOXEXA7ycogchyA,1
29/05/2009,review,BpZhrMPGm5MyiSPYOJ0WwA,4
28/11/2012,review,wC9w5m_ROb0dLWMqVXjbDw,4
15/05/2012,review,1_I9nQwAsG86w0vuwNg41Q,5
19/12/2008,review,22gEHz1TUHw1I9hGgOAnKw,4
20/08/2011,review,HOs-JvAydh1WF05wEO496g,4
23/12/2011,review,WDrr9VfuAB0AMq6jfXarNg,2
17/11/2010,review,msXzt_S78n3M7xLKowTTWg,2
06/03/2011,review,FLaC8K2RxdeqNLpll5qynQ,5
05/09/2011,review,-8a9TktdvoC01Xm69S6Q7w,4
11/04/2012,review,I6rtvk8Sc1U06DIuQ4kIPw,3
07/09/2011,review,pOELqa1WtOTZN34UN0OQzw,3
